Tokenizer,lowercase,N-gram,Min_df,Max_df,Accuracy
Vectorizer.TfIdf,False,1,6,510,0.9072856221792392
Vectorizer.TfIdf,False,1,6,610,0.9079303675048356
Vectorizer.TfIdf,False,1,6,710,0.9078014184397163
Vectorizer.TfIdf,False,1,6,810,0.9068987749838814
Vectorizer.TfIdf,False,1,6,910,0.9103803997421018
Vectorizer.TfIdf,False,1,6,1010,0.9103803997421018
Vectorizer.TfIdf,False,1,6,1110,0.9110251450676983
Vectorizer.TfIdf,False,1,6,1210,0.9106382978723404
Vectorizer.TfIdf,False,1,6,1310,0.9103803997421018
Vectorizer.TfIdf,False,1,6,1410,0.9099935525467441
Vectorizer.TfIdf,False,1,6,1510,0.9103803997421018
Vectorizer.TfIdf,False,1,7,10,0.6346872985170857
Vectorizer.TfIdf,False,1,7,110,0.8674403610573823
Vectorizer.TfIdf,False,1,7,210,0.8872985170857511
Vectorizer.TfIdf,False,1,7,310,0.9014829142488717
Vectorizer.TfIdf,False,1,7,410,0.9048355899419729
Vectorizer.TfIdf,False,1,7,510,0.9061250805931657
Vectorizer.TfIdf,False,1,7,610,0.9072856221792392
Vectorizer.TfIdf,False,1,7,710,0.9058671824629272
Vectorizer.TfIdf,False,1,7,810,0.90535138620245
Vectorizer.TfIdf,False,1,7,910,0.9084461637653127
Vectorizer.TfIdf,False,1,7,1010,0.9096067053513862
Vectorizer.TfIdf,False,1,7,1110,0.9092198581560283
Vectorizer.TfIdf,False,1,7,1210,0.9090909090909091
Vectorizer.TfIdf,False,1,7,1310,0.908575112830432
Vectorizer.TfIdf,False,1,7,1410,0.9084461637653127
Vectorizer.TfIdf,False,1,7,1510,0.9089619600257898
Vectorizer.TfIdf,False,1,8,10,0.6036105738233398
Vectorizer.TfIdf,False,1,8,110,0.8637008381689233
Vectorizer.TfIdf,False,1,8,210,0.8839458413926499
Vectorizer.TfIdf,False,1,8,310,0.8989039329464862
Vectorizer.TfIdf,False,1,8,410,0.9040618955512573
Vectorizer.TfIdf,False,1,8,510,0.9049645390070922
Vectorizer.TfIdf,False,1,8,610,0.90535138620245
Vectorizer.TfIdf,False,1,8,710,0.9049645390070922
Vectorizer.TfIdf,False,1,8,810,0.9049645390070922
Vectorizer.TfIdf,False,1,8,910,0.908575112830432
Vectorizer.TfIdf,False,1,8,1010,0.908575112830432
Vectorizer.TfIdf,False,1,8,1110,0.9070277240490007
Vectorizer.TfIdf,False,1,8,1210,0.9074145712443584
Vectorizer.TfIdf,False,1,8,1310,0.9063829787234042
Vectorizer.TfIdf,False,1,8,1410,0.9075435203094777
Vectorizer.TfIdf,False,1,8,1510,0.9087040618955513
Vectorizer.TfIdf,False,1,9,10,0.5766602192134107
Vectorizer.TfIdf,False,1,9,110,0.861250805931657
Vectorizer.TfIdf,False,1,9,210,0.8820116054158608
Vectorizer.TfIdf,False,1,9,310,0.8980012894906512
Vectorizer.TfIdf,False,1,9,410,0.9026434558349452
Vectorizer.TfIdf,False,1,9,510,0.9049645390070922
Vectorizer.TfIdf,False,1,9,610,0.9044487427466151
Vectorizer.TfIdf,False,1,9,710,0.9036750483558994
Vectorizer.TfIdf,False,1,9,810,0.9031592520954224
Vectorizer.TfIdf,False,1,9,910,0.9061250805931657
Vectorizer.TfIdf,False,1,9,1010,0.90715667311412
Vectorizer.TfIdf,False,1,9,1110,0.9057382333978079
Vectorizer.TfIdf,False,1,9,1210,0.9056092843326886
Vectorizer.TfIdf,False,1,9,1310,0.9057382333978079
Vectorizer.TfIdf,False,1,9,1410,0.9075435203094777
Vectorizer.TfIdf,False,1,9,1510,0.9079303675048356
Vectorizer.TfIdf,False,1,10,10,0.5435203094777563
Vectorizer.TfIdf,False,1,10,110,0.858027079303675
Vectorizer.TfIdf,False,1,10,210,0.8793036750483559
Vectorizer.TfIdf,False,1,10,310,0.8958091553836235
Vectorizer.TfIdf,False,1,10,410,0.9014829142488717
Vectorizer.TfIdf,False,1,10,510,0.9019987105093488
Vectorizer.TfIdf,False,1,10,610,0.9025145067698259
Vectorizer.TfIdf,False,1,10,710,0.9032882011605415
Vectorizer.TfIdf,False,1,10,810,0.9023855577047066
Vectorizer.TfIdf,False,1,10,910,0.9047066408768536
Vectorizer.TfIdf,False,1,10,1010,0.9045776918117344
Vectorizer.TfIdf,False,1,10,1110,0.9054803352675693
Vectorizer.TfIdf,False,1,10,1210,0.9049645390070922
Vectorizer.TfIdf,False,1,10,1310,0.9048355899419729
Vectorizer.TfIdf,False,1,10,1410,0.9065119277885235
Vectorizer.TfIdf,False,1,10,1510,0.9065119277885235
Vectorizer.TfIdf,False,2,1,10,0.8981302385557705
Vectorizer.TfIdf,False,2,1,110,0.9226305609284333
Vectorizer.TfIdf,False,2,1,210,0.9235332043842682
Vectorizer.TfIdf,False,2,1,310,0.9266279819471309
Vectorizer.TfIdf,False,2,1,410,0.9267569310122502
Vectorizer.TfIdf,False,2,1,510,0.9254674403610574
Vectorizer.TfIdf,False,2,1,610,0.9235332043842682
Vectorizer.TfIdf,False,2,1,710,0.9191489361702128
Vectorizer.TfIdf,False,2,1,810,0.9179883945841393
Vectorizer.TfIdf,False,2,1,910,0.9170857511283044
Vectorizer.TfIdf,False,2,1,1010,0.9164410058027079
Vectorizer.TfIdf,False,2,1,1110,0.9164410058027079
Vectorizer.TfIdf,False,2,1,1210,0.9154094132817537
Vectorizer.TfIdf,False,2,1,1310,0.9156673114119923
Vectorizer.TfIdf,False,2,1,1410,0.9157962604771115
Vectorizer.TfIdf,False,2,1,1510,0.9148936170212766
Vectorizer.TfIdf,False,2,2,10,0.8865248226950354
Vectorizer.TfIdf,False,2,2,110,0.9196647324306899
Vectorizer.TfIdf,False,2,2,210,0.9231463571889104
Vectorizer.TfIdf,False,2,2,310,0.926241134751773
Vectorizer.TfIdf,False,2,2,410,0.9267569310122502
Vectorizer.TfIdf,False,2,2,510,0.9252095422308189
Vectorizer.TfIdf,False,2,2,610,0.9221147646679562
Vectorizer.TfIdf,False,2,2,710,0.9196647324306899
Vectorizer.TfIdf,False,2,2,810,0.9196647324306899
Vectorizer.TfIdf,False,2,2,910,0.9196647324306899
Vectorizer.TfIdf,False,2,2,1010,0.9205673758865248
Vectorizer.TfIdf,False,2,2,1110,0.9200515796260477
Vectorizer.TfIdf,False,2,2,1210,0.9194068343004513
Vectorizer.TfIdf,False,2,2,1310,0.9186331399097356
Vectorizer.TfIdf,False,2,2,1410,0.9187620889748549
Vectorizer.TfIdf,False,2,2,1510,0.9185041908446164
Vectorizer.TfIdf,False,2,3,10,0.8606060606060606
Vectorizer.TfIdf,False,2,3,110,0.9179883945841393
Vectorizer.TfIdf,False,2,3,210,0.9214700193423597
Vectorizer.TfIdf,False,2,3,310,0.9255963894261766
Vectorizer.TfIdf,False,2,3,410,0.9254674403610574
Vectorizer.TfIdf,False,2,3,510,0.9236621534493875
Vectorizer.TfIdf,False,2,3,610,0.9208252740167634
Vectorizer.TfIdf,False,2,3,710,0.9191489361702128
Vectorizer.TfIdf,False,2,3,810,0.9199226305609284
Vectorizer.TfIdf,False,2,3,910,0.921083172147002
Vectorizer.TfIdf,False,2,3,1010,0.9213410702772404
Vectorizer.TfIdf,False,2,3,1110,0.9203094777562862
Vectorizer.TfIdf,False,2,3,1210,0.9195357833655706
Vectorizer.TfIdf,False,2,3,1310,0.9195357833655706
Vectorizer.TfIdf,False,2,3,1410,0.9185041908446164
Vectorizer.TfIdf,False,2,3,1510,0.9181173436492586
Vectorizer.TfIdf,False,2,4,10,0.840361057382334
Vectorizer.TfIdf,False,2,4,110,0.9130883301096067
Vectorizer.TfIdf,False,2,4,210,0.9203094777562862
Vectorizer.TfIdf,False,2,4,310,0.9235332043842682
Vectorizer.TfIdf,False,2,4,410,0.9240490006447454
Vectorizer.TfIdf,False,2,4,510,0.9226305609284333
Vectorizer.TfIdf,False,2,4,610,0.9206963249516441
Vectorizer.TfIdf,False,2,4,710,0.9185041908446164
Vectorizer.TfIdf,False,2,4,810,0.919277885235332
Vectorizer.TfIdf,False,2,4,910,0.9200515796260477
Vectorizer.TfIdf,False,2,4,1010,0.9203094777562862
Vectorizer.TfIdf,False,2,4,1110,0.9196647324306899
Vectorizer.TfIdf,False,2,4,1210,0.9194068343004513
Vectorizer.TfIdf,False,2,4,1310,0.9183752417794971
Vectorizer.TfIdf,False,2,4,1410,0.9172147001934235
Vectorizer.TfIdf,False,2,4,1510,0.9182462927143779
Vectorizer.TfIdf,False,2,5,10,0.8176660219213411
Vectorizer.TfIdf,False,2,5,110,0.9088330109606705
Vectorizer.TfIdf,False,2,5,210,0.9179883945841393
Vectorizer.TfIdf,False,2,5,310,0.9232753062540296
Vectorizer.TfIdf,False,2,5,410,0.9241779497098646
Vectorizer.TfIdf,False,2,5,510,0.922501611863314
Vectorizer.TfIdf,False,2,5,610,0.9204384268214055
Vectorizer.TfIdf,False,2,5,710,0.9186331399097356
Vectorizer.TfIdf,False,2,5,810,0.9190199871050935
Vectorizer.TfIdf,False,2,5,910,0.9208252740167634
Vectorizer.TfIdf,False,2,5,1010,0.9208252740167634
Vectorizer.TfIdf,False,2,5,1110,0.9188910380399742
Vectorizer.TfIdf,False,2,5,1210,0.9187620889748549
Vectorizer.TfIdf,False,2,5,1310,0.9177304964539007
Vectorizer.TfIdf,False,2,5,1410,0.9173436492585428
Vectorizer.TfIdf,False,2,5,1510,0.9177304964539007
Vectorizer.TfIdf,False,2,6,10,0.7909735654416505
Vectorizer.TfIdf,False,2,6,110,0.9059961315280464
Vectorizer.TfIdf,False,2,6,210,0.9152804642166344
Vectorizer.TfIdf,False,2,6,310,0.9221147646679562
Vectorizer.TfIdf,False,2,6,410,0.9227595099935525
Vectorizer.TfIdf,False,2,6,510,0.9217279174725983
Vectorizer.TfIdf,False,2,6,610,0.9197936814958092
Vectorizer.TfIdf,False,2,6,710,0.9172147001934235
Vectorizer.TfIdf,False,2,6,810,0.9174725983236621
Vectorizer.TfIdf,False,2,6,910,0.9190199871050935
Vectorizer.TfIdf,False,2,6,1010,0.9195357833655706
Vectorizer.TfIdf,False,2,6,1110,0.9186331399097356
Vectorizer.TfIdf,False,2,6,1210,0.9182462927143779
Vectorizer.TfIdf,False,2,6,1310,0.9161831076724694
Vectorizer.TfIdf,False,2,6,1410,0.9163120567375886
Vectorizer.TfIdf,False,2,6,1510,0.9163120567375886
Vectorizer.TfIdf,False,2,7,10,0.7562862669245648
Vectorizer.TfIdf,False,2,7,110,0.9008381689232753
Vectorizer.TfIdf,False,2,7,210,0.9120567375886525
Vectorizer.TfIdf,False,2,7,310,0.9199226305609284
Vectorizer.TfIdf,False,2,7,410,0.920180528691167
Vectorizer.TfIdf,False,2,7,510,0.9203094777562862
Vectorizer.TfIdf,False,2,7,610,0.9168278529980658
Vectorizer.TfIdf,False,2,7,710,0.914635718891038
Vectorizer.TfIdf,False,2,7,810,0.9145067698259187
Vectorizer.TfIdf,False,2,7,910,0.9156673114119923
Vectorizer.TfIdf,False,2,7,1010,0.9160541586073501
Vectorizer.TfIdf,False,2,7,1110,0.9148936170212766
Vectorizer.TfIdf,False,2,7,1210,0.9139909735654417
Vectorizer.TfIdf,False,2,7,1310,0.914635718891038
Vectorizer.TfIdf,False,2,7,1410,0.9148936170212766
Vectorizer.TfIdf,False,2,7,1510,0.9145067698259187
Vectorizer.TfIdf,False,2,8,10,0.7163120567375887
Vectorizer.TfIdf,False,2,8,110,0.896969696969697
Vectorizer.TfIdf,False,2,8,210,0.9097356544165055
Vectorizer.TfIdf,False,2,8,310,0.9170857511283044
Vectorizer.TfIdf,False,2,8,410,0.9191489361702128
Vectorizer.TfIdf,False,2,8,510,0.9191489361702128
Vectorizer.TfIdf,False,2,8,610,0.9165699548678272
Vectorizer.TfIdf,False,2,8,710,0.9139909735654417
Vectorizer.TfIdf,False,2,8,810,0.9143778207607994
Vectorizer.TfIdf,False,2,8,910,0.9157962604771115
Vectorizer.TfIdf,False,2,8,1010,0.9163120567375886
Vectorizer.TfIdf,False,2,8,1110,0.9148936170212766
Vectorizer.TfIdf,False,2,8,1210,0.9139909735654417
Vectorizer.TfIdf,False,2,8,1310,0.9145067698259187
Vectorizer.TfIdf,False,2,8,1410,0.9145067698259187
Vectorizer.TfIdf,False,2,8,1510,0.9139909735654417
Vectorizer.TfIdf,False,2,9,10,0.6776273372018052
Vectorizer.TfIdf,False,2,9,110,0.8952933591231463
Vectorizer.TfIdf,False,2,9,210,0.9062540296582849
Vectorizer.TfIdf,False,2,9,310,0.9151515151515152
Vectorizer.TfIdf,False,2,9,410,0.9179883945841393
Vectorizer.TfIdf,False,2,9,510,0.9181173436492586
Vectorizer.TfIdf,False,2,9,610,0.9147646679561573
Vectorizer.TfIdf,False,2,9,710,0.912314635718891
Vectorizer.TfIdf,False,2,9,810,0.9137330754352031
Vectorizer.TfIdf,False,2,9,910,0.9148936170212766
Vectorizer.TfIdf,False,2,9,1010,0.9157962604771115
Vectorizer.TfIdf,False,2,9,1110,0.9139909735654417
Vectorizer.TfIdf,False,2,9,1210,0.9134751773049645
Vectorizer.TfIdf,False,2,9,1310,0.9137330754352031
Vectorizer.TfIdf,False,2,9,1410,0.9134751773049645
Vectorizer.TfIdf,False,2,9,1510,0.9129593810444874
Vectorizer.TfIdf,False,2,10,10,0.6202450032237267
Vectorizer.TfIdf,False,2,10,110,0.8927143778207608
Vectorizer.TfIdf,False,2,10,210,0.9047066408768536
Vectorizer.TfIdf,False,2,10,310,0.9121856866537718
Vectorizer.TfIdf,False,2,10,410,0.9160541586073501
Vectorizer.TfIdf,False,2,10,510,0.9161831076724694
Vectorizer.TfIdf,False,2,10,610,0.9125725338491296
Vectorizer.TfIdf,False,2,10,710,0.9115409413281754
Vectorizer.TfIdf,False,2,10,810,0.9110251450676983
Vectorizer.TfIdf,False,2,10,910,0.9151515151515152
Vectorizer.TfIdf,False,2,10,1010,0.9151515151515152
Vectorizer.TfIdf,False,2,10,1110,0.913217279174726
Vectorizer.TfIdf,False,2,10,1210,0.9127014829142489
Vectorizer.TfIdf,False,2,10,1310,0.9129593810444874
Vectorizer.TfIdf,False,2,10,1410,0.9128304319793682
Vectorizer.TfIdf,False,2,10,1510,0.9127014829142489
Vectorizer.TfIdf,False,3,1,10,0.9097356544165055
Vectorizer.TfIdf,False,3,1,110,0.9236621534493875
Vectorizer.TfIdf,False,3,1,210,0.9230174081237911
Vectorizer.TfIdf,False,3,1,310,0.9261121856866538
Vectorizer.TfIdf,False,3,1,410,0.9243068987749838
Vectorizer.TfIdf,False,3,1,510,0.9227595099935525
Vectorizer.TfIdf,False,3,1,610,0.919277885235332
Vectorizer.TfIdf,False,3,1,710,0.9170857511283044
Vectorizer.TfIdf,False,3,1,810,0.9174725983236621
Vectorizer.TfIdf,False,3,1,910,0.9151515151515152
Vectorizer.TfIdf,False,3,1,1010,0.914119922630561
Vectorizer.TfIdf,False,3,1,1110,0.9151515151515152
Vectorizer.TfIdf,False,3,1,1210,0.9148936170212766
Vectorizer.TfIdf,False,3,1,1310,0.9136041263700838
Vectorizer.TfIdf,False,3,1,1410,0.9120567375886525
Vectorizer.TfIdf,False,3,1,1510,0.910896196002579
Vectorizer.TfIdf,False,3,2,10,0.9003223726627982
Vectorizer.TfIdf,False,3,2,110,0.9252095422308189
Vectorizer.TfIdf,False,3,2,210,0.9240490006447454
Vectorizer.TfIdf,False,3,2,310,0.9283043197936814
Vectorizer.TfIdf,False,3,2,410,0.9259832366215345
Vectorizer.TfIdf,False,3,2,510,0.9259832366215345
Vectorizer.TfIdf,False,3,2,610,0.9223726627981947
Vectorizer.TfIdf,False,3,2,710,0.9206963249516441
Vectorizer.TfIdf,False,3,2,810,0.9204384268214055
Vectorizer.TfIdf,False,3,2,910,0.9205673758865248
Vectorizer.TfIdf,False,3,2,1010,0.920180528691167
Vectorizer.TfIdf,False,3,2,1110,0.9197936814958092
Vectorizer.TfIdf,False,3,2,1210,0.9186331399097356
Vectorizer.TfIdf,False,3,2,1310,0.9194068343004513
Vectorizer.TfIdf,False,3,2,1410,0.9191489361702128
Vectorizer.TfIdf,False,3,2,1510,0.9191489361702128
Vectorizer.TfIdf,False,3,3,10,0.8769825918762089
Vectorizer.TfIdf,False,3,3,110,0.9188910380399742
Vectorizer.TfIdf,False,3,3,210,0.9221147646679562
Vectorizer.TfIdf,False,3,3,310,0.9259832366215345
Vectorizer.TfIdf,False,3,3,410,0.9245647969052224
Vectorizer.TfIdf,False,3,3,510,0.9230174081237911
Vectorizer.TfIdf,False,3,3,610,0.9204384268214055
Vectorizer.TfIdf,False,3,3,710,0.9191489361702128
Vectorizer.TfIdf,False,3,3,810,0.9196647324306899
Vectorizer.TfIdf,False,3,3,910,0.9200515796260477
Vectorizer.TfIdf,False,3,3,1010,0.920180528691167
Vectorizer.TfIdf,False,3,3,1110,0.9194068343004513
Vectorizer.TfIdf,False,3,3,1210,0.9183752417794971
Vectorizer.TfIdf,False,3,3,1310,0.9179883945841393
Vectorizer.TfIdf,False,3,3,1410,0.9186331399097356
Vectorizer.TfIdf,False,3,3,1510,0.9187620889748549
Vectorizer.TfIdf,False,3,4,10,0.8608639587362992
Vectorizer.TfIdf,False,3,4,110,0.9136041263700838
Vectorizer.TfIdf,False,3,4,210,0.919277885235332
Vectorizer.TfIdf,False,3,4,310,0.9237911025145068
Vectorizer.TfIdf,False,3,4,410,0.9230174081237911
Vectorizer.TfIdf,False,3,4,510,0.921598968407479
Vectorizer.TfIdf,False,3,4,610,0.9196647324306899
Vectorizer.TfIdf,False,3,4,710,0.9182462927143779
Vectorizer.TfIdf,False,3,4,810,0.9182462927143779
Vectorizer.TfIdf,False,3,4,910,0.919277885235332
Vectorizer.TfIdf,False,3,4,1010,0.9200515796260477
Vectorizer.TfIdf,False,3,4,1110,0.9185041908446164
Vectorizer.TfIdf,False,3,4,1210,0.9176015473887814
Vectorizer.TfIdf,False,3,4,1310,0.9177304964539007
Vectorizer.TfIdf,False,3,4,1410,0.9164410058027079
Vectorizer.TfIdf,False,3,4,1510,0.9161831076724694
Vectorizer.TfIdf,False,3,5,10,0.8376531270148292
Vectorizer.TfIdf,False,3,5,110,0.9107672469374597
Vectorizer.TfIdf,False,3,5,210,0.9176015473887814
Vectorizer.TfIdf,False,3,5,310,0.9236621534493875
Vectorizer.TfIdf,False,3,5,410,0.9232753062540296
Vectorizer.TfIdf,False,3,5,510,0.9219858156028369
Vectorizer.TfIdf,False,3,5,610,0.9194068343004513
Vectorizer.TfIdf,False,3,5,710,0.91785944551902
Vectorizer.TfIdf,False,3,5,810,0.9174725983236621
Vectorizer.TfIdf,False,3,5,910,0.9196647324306899
Vectorizer.TfIdf,False,3,5,1010,0.9200515796260477
Vectorizer.TfIdf,False,3,5,1110,0.9190199871050935
Vectorizer.TfIdf,False,3,5,1210,0.9179883945841393
Vectorizer.TfIdf,False,3,5,1310,0.9168278529980658
Vectorizer.TfIdf,False,3,5,1410,0.9165699548678272
Vectorizer.TfIdf,False,3,5,1510,0.9169568020631851
Vectorizer.TfIdf,False,3,6,10,0.8139264990328821
Vectorizer.TfIdf,False,3,6,110,0.9075435203094777
Vectorizer.TfIdf,False,3,6,210,0.9142488716956803
Vectorizer.TfIdf,False,3,6,310,0.9222437137330755
Vectorizer.TfIdf,False,3,6,410,0.9204384268214055
Vectorizer.TfIdf,False,3,6,510,0.9209542230818827
Vectorizer.TfIdf,False,3,6,610,0.9191489361702128
Vectorizer.TfIdf,False,3,6,710,0.91785944551902
Vectorizer.TfIdf,False,3,6,810,0.9161831076724694
Vectorizer.TfIdf,False,3,6,910,0.9188910380399742
Vectorizer.TfIdf,False,3,6,1010,0.9188910380399742
Vectorizer.TfIdf,False,3,6,1110,0.9177304964539007
Vectorizer.TfIdf,False,3,6,1210,0.9168278529980658
Vectorizer.TfIdf,False,3,6,1310,0.9163120567375886
Vectorizer.TfIdf,False,3,6,1410,0.9164410058027079
Vectorizer.TfIdf,False,3,6,1510,0.9164410058027079
Vectorizer.TfIdf,False,3,7,10,0.7834945196647324
Vectorizer.TfIdf,False,3,7,110,0.9022566086395873
Vectorizer.TfIdf,False,3,7,210,0.9106382978723404
Vectorizer.TfIdf,False,3,7,310,0.921083172147002
Vectorizer.TfIdf,False,3,7,410,0.9196647324306899
Vectorizer.TfIdf,False,3,7,510,0.9191489361702128
Vectorizer.TfIdf,False,3,7,610,0.9161831076724694
Vectorizer.TfIdf,False,3,7,710,0.914635718891038
Vectorizer.TfIdf,False,3,7,810,0.914119922630561
Vectorizer.TfIdf,False,3,7,910,0.9159252095422308
Vectorizer.TfIdf,False,3,7,1010,0.9159252095422308
Vectorizer.TfIdf,False,3,7,1110,0.9142488716956803
Vectorizer.TfIdf,False,3,7,1210,0.9136041263700838
Vectorizer.TfIdf,False,3,7,1310,0.9145067698259187
Vectorizer.TfIdf,False,3,7,1410,0.9143778207607994
Vectorizer.TfIdf,False,3,7,1510,0.914119922630561
Vectorizer.TfIdf,False,3,8,10,0.7430045132172792
Vectorizer.TfIdf,False,3,8,110,0.8999355254674404
Vectorizer.TfIdf,False,3,8,210,0.9101225016118634
Vectorizer.TfIdf,False,3,8,310,0.9174725983236621
Vectorizer.TfIdf,False,3,8,410,0.91785944551902
Vectorizer.TfIdf,False,3,8,510,0.9181173436492586
Vectorizer.TfIdf,False,3,8,610,0.9164410058027079
Vectorizer.TfIdf,False,3,8,710,0.9142488716956803
Vectorizer.TfIdf,False,3,8,810,0.9145067698259187
Vectorizer.TfIdf,False,3,8,910,0.9165699548678272
Vectorizer.TfIdf,False,3,8,1010,0.9157962604771115
Vectorizer.TfIdf,False,3,8,1110,0.9134751773049645
Vectorizer.TfIdf,False,3,8,1210,0.9129593810444874
Vectorizer.TfIdf,False,3,8,1310,0.9138620245003224
Vectorizer.TfIdf,False,3,8,1410,0.9142488716956803
Vectorizer.TfIdf,False,3,8,1510,0.9138620245003224
Vectorizer.TfIdf,False,3,9,10,0.7041908446163765
Vectorizer.TfIdf,False,3,9,110,0.8976144422952934
Vectorizer.TfIdf,False,3,9,210,0.907672469374597
Vectorizer.TfIdf,False,3,9,310,0.9154094132817537
Vectorizer.TfIdf,False,3,9,410,0.915538362346873
Vectorizer.TfIdf,False,3,9,510,0.9177304964539007
Vectorizer.TfIdf,False,3,9,610,0.915538362346873
Vectorizer.TfIdf,False,3,9,710,0.9125725338491296
Vectorizer.TfIdf,False,3,9,810,0.9129593810444874
Vectorizer.TfIdf,False,3,9,910,0.9142488716956803
Vectorizer.TfIdf,False,3,9,1010,0.9147646679561573
Vectorizer.TfIdf,False,3,9,1110,0.9124435847840103
Vectorizer.TfIdf,False,3,9,1210,0.9127014829142489
Vectorizer.TfIdf,False,3,9,1310,0.9128304319793682
Vectorizer.TfIdf,False,3,9,1410,0.9130883301096067
Vectorizer.TfIdf,False,3,9,1510,0.9133462282398452
Vectorizer.TfIdf,False,3,10,10,0.6372662798194713
Vectorizer.TfIdf,False,3,10,110,0.8960670535138621
Vectorizer.TfIdf,False,3,10,210,0.9065119277885235
Vectorizer.TfIdf,False,3,10,310,0.9127014829142489
Vectorizer.TfIdf,False,3,10,410,0.9156673114119923
Vectorizer.TfIdf,False,3,10,510,0.9151515151515152
Vectorizer.TfIdf,False,3,10,610,0.9116698903932946
Vectorizer.TfIdf,False,3,10,710,0.9101225016118634
Vectorizer.TfIdf,False,3,10,810,0.9110251450676983
Vectorizer.TfIdf,False,3,10,910,0.9134751773049645
Vectorizer.TfIdf,False,3,10,1010,0.914119922630561
Vectorizer.TfIdf,False,3,10,1110,0.9124435847840103
Vectorizer.TfIdf,False,3,10,1210,0.9125725338491296
Vectorizer.TfIdf,False,3,10,1310,0.9121856866537718
Vectorizer.TfIdf,False,3,10,1410,0.9119277885235332
Vectorizer.TfIdf,False,3,10,1510,0.912314635718891
Vectorizer.TfIdf,False,4,1,10,0.910896196002579
Vectorizer.TfIdf,False,4,1,110,0.9230174081237911
Vectorizer.TfIdf,False,4,1,210,0.9227595099935525
Vectorizer.TfIdf,False,4,1,310,0.9253384912959381
Vectorizer.TfIdf,False,4,1,410,0.9209542230818827
Vectorizer.TfIdf,False,4,1,510,0.9208252740167634
Vectorizer.TfIdf,False,4,1,610,0.9177304964539007
Vectorizer.TfIdf,False,4,1,710,0.915538362346873
Vectorizer.TfIdf,False,4,1,810,0.9142488716956803
Vectorizer.TfIdf,False,4,1,910,0.9115409413281754
Vectorizer.TfIdf,False,4,1,1010,0.9117988394584139
Vectorizer.TfIdf,False,4,1,1110,0.9119277885235332
Vectorizer.TfIdf,False,4,1,1210,0.9119277885235332
Vectorizer.TfIdf,False,4,1,1310,0.9117988394584139
Vectorizer.TfIdf,False,4,1,1410,0.9103803997421018
Vectorizer.TfIdf,False,4,1,1510,0.9090909090909091
Vectorizer.TfIdf,False,4,2,10,0.9012250161186331
Vectorizer.TfIdf,False,4,2,110,0.9246937459703417
Vectorizer.TfIdf,False,4,2,210,0.9246937459703417
Vectorizer.TfIdf,False,4,2,310,0.9275306254029658
Vectorizer.TfIdf,False,4,2,410,0.9244358478401031
Vectorizer.TfIdf,False,4,2,510,0.9245647969052224
Vectorizer.TfIdf,False,4,2,610,0.9226305609284333
Vectorizer.TfIdf,False,4,2,710,0.9212121212121213
Vectorizer.TfIdf,False,4,2,810,0.9213410702772404
Vectorizer.TfIdf,False,4,2,910,0.9205673758865248
Vectorizer.TfIdf,False,4,2,1010,0.9195357833655706
Vectorizer.TfIdf,False,4,2,1110,0.9194068343004513
Vectorizer.TfIdf,False,4,2,1210,0.9188910380399742
Vectorizer.TfIdf,False,4,2,1310,0.9186331399097356
Vectorizer.TfIdf,False,4,2,1410,0.9187620889748549
Vectorizer.TfIdf,False,4,2,1510,0.9186331399097356
Vectorizer.TfIdf,False,4,3,10,0.8777562862669246
Vectorizer.TfIdf,False,4,3,110,0.9182462927143779
Vectorizer.TfIdf,False,4,3,210,0.9214700193423597
Vectorizer.TfIdf,False,4,3,310,0.9270148291424887
Vectorizer.TfIdf,False,4,3,410,0.9243068987749838
Vectorizer.TfIdf,False,4,3,510,0.9235332043842682
Vectorizer.TfIdf,False,4,3,610,0.9204384268214055
Vectorizer.TfIdf,False,4,3,710,0.9190199871050935
Vectorizer.TfIdf,False,4,3,810,0.9200515796260477
Vectorizer.TfIdf,False,4,3,910,0.9195357833655706
Vectorizer.TfIdf,False,4,3,1010,0.9199226305609284
Vectorizer.TfIdf,False,4,3,1110,0.9194068343004513
Vectorizer.TfIdf,False,4,3,1210,0.9185041908446164
Vectorizer.TfIdf,False,4,3,1310,0.9182462927143779
Vectorizer.TfIdf,False,4,3,1410,0.9182462927143779
Vectorizer.TfIdf,False,4,3,1510,0.9182462927143779
Vectorizer.TfIdf,False,4,4,10,0.8633139909735654
Vectorizer.TfIdf,False,4,4,110,0.9127014829142489
Vectorizer.TfIdf,False,4,4,210,0.9188910380399742
Vectorizer.TfIdf,False,4,4,310,0.9241779497098646
Vectorizer.TfIdf,False,4,4,410,0.9222437137330755
Vectorizer.TfIdf,False,4,4,510,0.9219858156028369
Vectorizer.TfIdf,False,4,4,610,0.9191489361702128
Vectorizer.TfIdf,False,4,4,710,0.9176015473887814
Vectorizer.TfIdf,False,4,4,810,0.9181173436492586
Vectorizer.TfIdf,False,4,4,910,0.9186331399097356
Vectorizer.TfIdf,False,4,4,1010,0.9199226305609284
Vectorizer.TfIdf,False,4,4,1110,0.9181173436492586
Vectorizer.TfIdf,False,4,4,1210,0.9173436492585428
Vectorizer.TfIdf,False,4,4,1310,0.9166989039329465
Vectorizer.TfIdf,False,4,4,1410,0.9160541586073501
Vectorizer.TfIdf,False,4,4,1510,0.9154094132817537
Vectorizer.TfIdf,False,4,5,10,0.8431979368149581
Vectorizer.TfIdf,False,4,5,110,0.910896196002579
